"customer_id","rfm_score"
3386,123
2833,123
681,123
285,123
3158,123
5,123
1467,123
962,123
2935,123
410,123
2448,123
2954,123
1190,123
1969,123
140,123
1872,123
1925,123
1934,123
3472,123
3332,123
1073,123
233,123
3300,122
856,122
1088,122
1994,122
1798,122
1549,122
2622,122
2687,122
1759,122
1326,122
593,122
3227,122
2796,122
3231,122
786,122
2712,122
2114,122
1663,122
318,122
3077,122
2535,122
2969,122
1721,122
1318,122
792,122
2443,122
1795,122
1623,122
1540,122
2088,122
796,122
1342,122
364,122
3084,122
1906,122
405,122
1445,122
974,122
945,122
2597,122
2310,122
2585,122
313,122
2325,122
3335,122
1052,122
2412,122
1760,122
2282,122
187,122
1289,122
1522,122
716,122
2304,122
2676,122
3008,122
3445,122
2082,122
3425,122
3241,122
185,122
134,122
2005,122
465,122
1577,122
1532,122
3495,122
1413,122
1668,122
1629,121
1158,121
3181,121
2195,121
736,121
2841,121
1589,121
1028,121
995,121
2057,121
1184,121
2033,121
3315,121
2427,121
1306,121
310,121
220,121
3225,121
1313,121
2017,121
2301,121
1144,121
829,121
2603,121
195,121
2536,121
1378,121
1492,121
270,121
312,121
498,121
374,121
576,121
2937,121
2791,121
3283,121
40,121
1299,121
2961,121
3169,121
668,121
545,121
2729,121
2260,121
2053,121
533,121
1110,121
1770,121
538,121
721,121
52,121
1830,121
62,121
3007,121
1252,121
1446,121
1449,121
3074,121
363,121
1291,121
1586,121
3105,121
1303,121
419,121
1787,121
3467,121
1062,121
2683,121
2947,121
398,114
56,114
955,114
1207,114
1221,114
2608,114
3183,113
1996,113
2607,113
1104,113
2672,113
3088,113
1480,113
652,113
328,113
1367,113
442,113
928,113
2009,113
116,113
1914,113
990,113
86,113
3131,113
1690,113
776,113
2559,113
825,113
1999,113
1315,113
2839,113
993,113
1301,113
440,113
217,113
2530,113
2680,112
730,112
2083,112
2633,112
2923,112
1600,112
307,112
368,112
723,112
433,112
2698,112
2505,112
1824,112
180,112
719,112
2149,112
3112,112
3202,112
2318,112
1953,112
704,112
1165,112
3344,112
1217,112
656,112
1511,112
2942,112
1407,112
407,112
903,112
2993,112
2621,112
2884,112
2851,112
1763,112
2425,112
1519,112
1098,112
359,112
260,112
2732,112
2498,112
2728,112
1074,112
1,112
835,112
2618,112
1713,112
1950,112
1993,112
1054,112
1182,112
1745,112
2531,112
1707,112
789,112
3013,112
1014,112
142,112
908,112
215,112
2566,112
1358,112
478,112
2358,112
611,112
2751,112
1691,112
1867,112
1893,112
2204,112
24,112
124,112
1970,112
633,112
76,112
1390,112
1470,112
2102,112
3427,112
1478,112
886,112
2372,112
115,112
1353,112
2027,112
1274,112
2606,111
2737,111
3258,111
3420,111
2794,111
820,111
2060,111
1331,111
1137,111
768,111
25,111
2856,111
1086,111
377,111
1438,111
2523,111
1792,111
2111,111
2374,111
2879,111
1140,111
3337,111
534,111
173,111
235,111
634,111
2747,111
3251,111
1404,111
2418,111
2492,111
577,111
2705,111
2761,111
99,111
2434,111
2109,111
2850,111
3290,111
37,111
3191,111
200,111
637,111
1558,111
946,111
2120,111
381,111
973,111
167,111
109,111
621,111
3217,111
2464,111
669,111
2183,111
1346,111
605,111
165,111
3232,111
1748,111
344,111
2860,111
298,111
906,111
1115,111
2816,111
2476,111
2072,111
695,111
1625,111
1706,111
3286,111
3470,111
2836,111
2029,111
1396,111
1076,111
2013,111
2992,111
1578,111
91,111
2762,111
2865,111
239,111
902,111
1233,111
2859,111
2428,111
2369,111
1991,111
1905,111
1317,111
3262,111
3157,111
515,111
640,111
1530,111
953,111
2822,111
739,111
793,111
234,111
729,111
2182,111
2103,111
1033,111
3451,111
1000,111
174,111
1942,111
2826,111
2130,111
2465,111
2386,111
322,111
346,111
2929,111
1357,111
790,111
1460,111
3256,111
2152,111
151,111
925,111
3402,111
3375,111
320,111
2914,111
3433,111
3118,111
2055,111
2651,111
2391,111
2659,111
357,111
182,111
3199,111
934,111
2308,111
1428,111
2379,111
1091,111
877,111
2070,111
1084,111
832,111
3080,111
3048,111
1068,111
1328,111
725,111
2653,111
3044,111
2548,111
89,111
2458,111
2695,111
1133,111
1329,111
1885,111
1506,111
1722,111
1232,111
2340,111
2023,111
1802,111
117,111
